Loyalty_Number,Customer_Name,Loyalty_Tier,Loyalty_Discount
1004350,"pamphilon, jethro",Silver,10%
1004352,"mccully, tabitha",silver,10%
1004353,"chrisp, germain",Silver,10%
1004357,"conneau, nikkie",Silver,10%
1004362,"klimkovich, cindy",Silver,10%
1004363,"rigg, karl",Silver,10%
1004371,"minifie, quintus",Silver,10%
1004372,"billson, papagena",Silver,10%
1004373,"vasin, moira",Silver,10%
1004380,"schriren, mariam",Sliver,10%
1004385,"newick, gottfried",Silver,10%
1004391,"llorente, fredrika",Silver,10%
1004396,"diggar, westbrooke",Sliver,10%
1004397,"crapper, khalil",Silver,10%
1004398,"dorow, carlynn",Silver,10%
1004406,"lester, ario",Silver,10%
1004409,"trehearn, viviyan",Silver,10%
1004411,"giannassi, everett",Silver,10%
1004412,"bourdas, marie-ann",Silver,10%
1004415,"aven, dore",Silver,10%
1004416,"blowes, lothaire",Sliver,10%
1004417,"neubigin, ezequiel",Silver,10%
1004418,"glennie, hilda",silver,10%
1004421,"byneth, evangelia",Silver,10%
1004423,"willimott, devora",silver,10%
1004425,"brenard, eachelle",silver,10%
1004427,"lamkin, loretta",Sliver,10%
1004430,"matkin, ashlie",Silver,10%
1004431,"sant, mimi",Sliver,10%
1004433,"dust, gustavus",Silver,10%
1004439,"crowder, kariotta",Silver,10%
1004440,"stigell, gussy",Sliver,10%
1004441,"zannelli, tremaine",Sliver,10%
1004446,"blackburne, zacharia",Silver,10%
1004447,"olyff, lancelot",Silver,10%
1004457,"polk, lambert",Silver,10%
1004459,"bamlett, lishe",Silver,10%
1004460,"clausner, harlene",Silver,10%
1004463,"shortan, frazer",Silver,10%
1004465,"nezey, corbett",Silver,10%
1004470,"ridsdell, lalo",silver,10%
1004474,"jaimez, fabio",Sliver,10%
1004481,"sleep, carita",Silver,10%
1004484,"ranklin, parsifal",Silver,10%
1004486,"masser, wynnie",Silver,10%
1004489,"maric, gerald",Sliver,10%
1004492,"georgeou, chris",Silver,10%
1004498,"petyakov, ailene",silver,10%
1004502,"spennock, lori",Sliver,10%
1004505,"mcgrotty, stacy",Silver,10%
1004510,"waye, danette",Silver,10%
1004512,"carver, onfre",Silver,10%
1004526,"eyeington, ignazio",Silver,10%
1004527,"wadwell, shurlock",Sliver,10%
1004534,"hankey, costanza",Silver,10%
1004535,"aery, guillema",silver,10%
1004538,"durbann, wendye",Sliver,10%
1004543,"vant, ruthann",Silver,10%
1004544,"ayres, nelia",Silver,10%
1004546,"mathwen, jerry",Silver,10%
1004547,"lidstone, camella",Silver,10%
1004553,"griffitt, juline",Silver,10%
1004561,"gullberg, perry",Silver,10%
1004566,"tabourel, heidi",Sliver,10%
1004567,"dwelley, mervin",Silver,10%
1004569,"sebert, milissent",Silver,10%
1004572,"mcdermott, vivian",Sliver,10%
1004574,"estevez, kelsy",Silver,10%
1004579,"coldtart, gwenneth",Silver,10%
1004581,"chamberlain, rollins",Silver,10%
1004599,"nalder, garvey",Silver,10%
1004609,"geockle, ingar",Silver,10%
1004615,"kob, carola",Sliver,10%
1004616,"lark, othella",Silver,10%
1004637,"orta, rene",Silver,10%
1004638,"eton, gretal",Sliver,10%
1004646,"heims, jordan",Silver,10%
1004647,"pottinger, meredeth",Silver,10%
1004656,"fick, paulie",Silver,10%
1004658,"grishaev, delbert",Silver,10%
1004660,"atwater, tatum",Sliver,10%
1004666,"oels, rollo",Silver,10%
1004668,"gasken, fabien",Silver,10%
1004669,"lowell, torey",Silver,10%
1004675,"mayoh, minta",Silver,10%
1004681,"gallatly, maddalena",Sliver,10%
1004687,"ballston, carlo",silver,10%
1004688,"springer, marybeth",Silver,10%
1004689,"macbrearty, fowler",Sliver,10%
1004690,"macbain, jarrid",Sliver,10%
1004695,"tucknott, amara",Silver,10%
1004701,"harce, buddy",Silver,10%
1004702,"colson, bertina",Silver,10%
1004704,"lorait, thatcher",Silver,10%
1004709,"mackinder, vicky",Silver,10%
1004712,"hendrickx, andras",silver,10%
1004722,"peyes, lyndsay",Silver,10%
1004728,"selwyn, gayler",Sliver,10%
1004733,"sturgis, thia",Silver,10%
1004739,"dumberell, shannon",Sliver,10%
1004748,"mason, etan",Silver,10%
1004751,"dilgarno, kippy",Sliver,10%
1004764,"corness, nester",Silver,10%
1004766,"nesby, nikola",Silver,10%
1004769,"blacklock, shantee",Silver,10%
1004771,"thame, towny",silver,10%
1004775,"richten, kamillah",Silver,10%
1004779,"brockley, carey",Silver,10%
1004784,"elwin, beverly",silver,10%
1004796,"feaver, hannie",Silver,10%
1004799,"menloe, torrin",silver,10%
1004800,"lowndsbrough, becca",Silver,10%
1004805,"varlow, annabela",Silver,10%
1004808,"lyffe, wheeler",Sliver,10%
1004810,"despenser, melesa",Silver,10%
1004816,"cruces, marika",Silver,10%
1004819,"blumfield, derick",Silver,10%
1004821,"le grand, gunar",Silver,10%
1004824,"smalls, meredith",Sliver,10%
1004839,"duckering, kinny",Silver,10%
1004840,"sach, marcie",silver,10%
1004841,"clemitt, debra",Sliver,10%
1004842,"mcfetridge, ardyth",Sliver,10%
1004846,"rulton, gerti",Silver,10%
1004854,"williamson, jessalin",Silver,10%
1004859,"greenlees, antonetta",Silver,10%
1004862,"coast, syman",Sliver,10%
1004865,"causbey, glad",silver,10%
1004869,"mellmoth, merilyn",silver,10%
1004879,"cheson, ebenezer",Silver,10%
1004884,"southerill, morlee",Silver,10%
1004887,"melland, jerrilyn",Silver,10%
1004903,"woodyear, darrick",Silver,10%
1004906,"benthall, shea",Sliver,10%
1004909,"wavell, meryl",Silver,10%
1004910,"maber, emelita",Silver,10%
1004915,"vassay, antonie",Silver,10%
1004920,"shurmore, keith",Sliver,10%
1004921,"alben, lonee",Silver,10%
1004926,"friett, rosabel",Sliver,10%
1004927,"potts, barbabas",Silver,10%
1004929,"barnwell, sonnnie",silver,10%
1004933,"macfadin, cornelle",Silver,10%
1004937,"brumwell, barrie",silver,10%
1004957,"olijve, roda",Silver,10%
1004959,"jalland, cacilia",Silver,10%
1004960,"doman, fabien",Sliver,10%
1004961,"gasnoll, grantley",silver,10%
1004964,"mcguggy, trent",Sliver,10%
1004966,"hembery, leann",Silver,10%
1004971,"o'fielly, jordanna",Sliver,10%
1004974,"novik, timmie",silver,10%
1004975,"nuzzti, marjory",Sliver,10%
1004982,"mainds, roderic",Silver,10%
1004990,"july, jodie",Silver,10%
1004992,"scrinage, roberto",Silver,10%
1004998,"delacour, vi",silver,10%
1005003,"corran, kaitlin",Silver,10%
1005013,"bunny, brittaney",silver,10%
1005014,"uwins, calvin",Silver,10%
1005018,"normabell, nonah",Sliver,10%
1005025,"magson, kippar",Sliver,10%
1005028,"cholerton, darryl",Silver,10%
1005030,"o'cuddie, greta",Sliver,10%
1005041,"cracknell, duky",Silver,10%
1005048,"floris, sophey",Silver,10%
1005050,"lyttle, laurice",Sliver,10%
1005053,"mcclifferty, rena",Silver,10%
1005056,"gate, marsh",Silver,10%
1005058,"winham, bone",Silver,10%
1005061,"huygen, jerrine",Sliver,10%
1005065,"matysik, katina",Silver,10%
1005071,"mowson, haroun",Silver,10%
1005081,"kenefick, jacquelynn",Silver,10%
1005087,"westall, yoshiko",Silver,10%
1005089,"butchers, delia",Silver,10%
1005097,"vears, seline",Silver,10%
1005103,"de gregorio, tab",Silver,10%
1005111,"st quenin, prudi",silver,10%
1005114,"agnolo, heather",Sliver,10%
1005115,"althorp, weidar",silver,10%
1005119,"rainville, brandie",Silver,10%
1005128,"cuttler, fransisco",Silver,10%
1005133,"patington, laura",Sliver,10%
1005138,"morena, sibelle",Silver,10%
1005140,"grigorian, giustino",Silver,10%
1005145,"mcgreary, ortensia",silver,10%
1005153,"pisculli, olwen",Silver,10%
1005167,"weavill, clyde",Silver,10%
1005169,"winborn, nickola",Silver,10%
1005175,"blamphin, bennie",Sliver,10%
1005176,"tookey, gannon",Sliver,10%
1005184,"calf, isidor",Silver,10%
1005185,"doudney, lorita",Silver,10%
1005192,"babalola, brittani",Silver,10%
1005197,"rosin, cull",silver,10%
1005200,"spearman, ker",Silver,10%
1005202,"solloway, rutter",Silver,10%
1005209,"mayte, elsbeth",Silver,10%
1005216,"nyland, sandy",Silver,10%
1005219,"beggan, marti",Silver,10%
1005226,"standley, willabella",Silver,10%
1005230,"dillingstone, taddeo",Silver,10%
1005232,"phant, colin",Sliver,10%
1005239,"rigg, cyndy",Silver,10%
1005241,"arndell, vania",Silver,10%
1005246,"grigoletti, allayne",Silver,10%
1005256,"vinck, gordy",Sliver,10%
1005274,"penk, heywood",silver,10%
1005279,"labba, charmane",Silver,10%
1005295,"ullyatt, stanfield",Silver,10%
1005297,"seleway, marcille",Silver,10%
1005304,"giurio, merwin",Silver,10%
1005305,"reedick, rustin",silver,10%
1005307,"phython, orrin",Silver,10%
1005312,"campany, ginnifer",Sliver,10%
1005314,"vandenhoff, sergent",Silver,10%
1005316,"ellice, mollie",Silver,10%
1005327,"dargie, vidovic",Sliver,10%
1005331,"landers, frederich",Silver,10%
1005336,"linning, hyacinthie",Silver,10%
1005340,"vicarey, lorita",silver,10%
1005341,"dunn, konstance",Silver,10%
1005342,"bryers, dasie",Silver,10%
1005347,"slayny, silva",Sliver,10%
1005353,"shugg, kirk",Silver,10%
1005355,"welberry, conni",Sliver,10%
1005358,"bauduin, bev",silver,10%
1005359,"jonuzi, joli",Silver,10%
1005361,"vashchenko, mirabel",Silver,10%
1005362,"chafer, ella",Sliver,10%
1005366,"hollyer, trudey",Silver,10%
1005367,"dik, sherilyn",Silver,10%
1005377,"rothon, sonny",Silver,10%
1005379,"moralas, blair",Silver,10%
1005384,"jarmyn, helli",Silver,10%
1005385,"lefley, dewain",Sliver,10%
1005388,"matousek, caspar",Silver,10%
1005394,"lodwick, frances",Silver,10%
1005395,"eastwood, thor",Sliver,10%
1005402,"ashburner, julienne",Silver,10%
1005413,"tineman, ansel",Sliver,10%
1005414,"howe, byran",Silver,10%
1005427,"force, darby",Sliver,10%
1005428,"warrener, miner",Silver,10%
1005435,"thow, rosco",Silver,10%
1005441,"tiptaft, maryl",Silver,10%
1005442,"wethered, nadiya",Silver,10%
1005446,"jimmison, katina",Silver,10%
1005453,"padson, robina",Silver,10%
1005454,"iuorio, coralie",Sliver,10%
1005462,"camolli, maureen",Silver,10%
1005471,"marcos, andree",Sliver,10%
1005474,"thring, rosalinda",Sliver,10%
1005477,"diss, whitney",Silver,10%
1005479,"collingworth, eduino",silver,10%
1005482,"szwandt, ned",Silver,10%
1005483,"gagg, richy",Silver,10%
1005490,"nolan, byrann",Silver,10%
1005493,"arpe, blancha",Silver,10%
1005503,"mayling, daniel",Sliver,10%
1005504,"downage, josefina",Silver,10%
1005507,"coleborn, cris",silver,10%
1005509,"trees, francoise",Silver,10%
1005516,"bouchier, arden",silver,10%
1005525,"durdy, cati",Silver,10%
1005528,"castelot, carolee",Silver,10%
1005531,"schurig, dell",Silver,10%
1005532,"duggon, kristoforo",Silver,10%
1005536,"aherne, lew",Silver,10%
1005546,"greenlies, gerik",Silver,10%
1005549,"macfadden, liam",Silver,10%
1005558,"hazeley, katlin",Silver,10%
1005566,"holbie, elisa",Sliver,10%
1005568,"birchall, gabbey",Silver,10%
1005572,"rigardeau, violette",silver,10%
1005574,"holmyard, dan",Silver,10%
1005577,"calvey, deane",Silver,10%
1005582,"bartoszek, hamilton",Sliver,10%
1005595,"radki, shelbi",Silver,10%
1005604,"basilone, britni",Sliver,10%
1005607,"rayhill, arleyne",Silver,10%
1005610,"coit, ilsa",Silver,10%
1005612,"mattschas, alisander",Silver,10%
1005613,"davys, letizia",Silver,10%
1005614,"tottman, gert",Silver,10%
1005615,"iskower, rickie",Sliver,10%
1005622,"resun, marven",Silver,10%
1005631,"tatlow, fax",Silver,10%
1005636,"brunelli, ado",Silver,10%
1005637,"armand, deloris",Silver,10%
1005650,"anlay, jayson",Silver,10%
1005651,"crissil, chanda",Silver,10%
1005657,"chedgey, lin",silver,10%
1005658,"claringbold, cristina",Sliver,10%
1005660,"gosling, shaughn",silver,10%
1005663,"struthers, mirilla",Silver,10%
1005667,"skillanders, teddy",Silver,10%
1005668,"paxeford, jens",Silver,10%
1005669,"bayns, angelika",Silver,10%
1005676,"bernade, gallard",Silver,10%
1005682,"heintzsch, falkner",Silver,10%
1005692,"tattersdill, fredericka",Silver,10%
1005697,"alldred, banky",Silver,10%
1005698,"braunlein, ellissa",Silver,10%
1005700,"franschini, hagan",Silver,10%
1005706,"bourcq, aubrey",Sliver,10%
1005707,"birdsey, lacey",Silver,10%
1005708,"antyukhin, winni",Silver,10%
1005715,"buckbee, andria",Silver,10%
1005716,"chisholm, thornton",Sliver,10%
1005729,"ockwell, herold",Sliver,10%
1005730,"forman, archibaldo",Sliver,10%
1005737,"clough, lorin",Sliver,10%
1005738,"speirs, natalina",Silver,10%
1005743,"dowbiggin, leilah",Sliver,10%
1005753,"hayer, niki",Silver,10%
1005762,"solley, isaak",Silver,10%
1005770,"roome, abbe",Silver,10%
1005772,"krabbe, wadsworth",Silver,10%
1005773,"dufer, franciskus",Silver,10%
1005780,"sloey, kenn",silver,10%
1005781,"pyecroft, nicki",Sliver,10%
1005782,"cuppitt, corene",Sliver,10%
1005784,"sodo, viviene",Silver,10%
1005788,"pittson, ruby",Sliver,10%
1005789,"showler, leland",Silver,10%
1005790,"christophersen, sibel",Sliver,10%
1005803,"pillman, terri",Silver,10%
1005805,"point, rockey",Sliver,10%
1005807,"fearns, letta",Sliver,10%
1005817,"hellyar, gaston",Sliver,10%
1005824,"glyne, verna",Silver,10%
1005831,"doveston, ric",Sliver,10%
1005839,"acres, flynn",Silver,10%
1005846,"bartlam, andriana",Sliver,10%
1005849,"skinner, vincents",Silver,10%
1005853,"rock, sabra",Silver,10%
1005860,"emlin, alejandrina",Silver,10%
1005866,"bauer, arnaldo",Silver,10%
1005872,"last, chastity",Silver,10%
1005876,"beldam, carmen",Silver,10%
1005880,"dinis, gwenni",Silver,10%
1005883,"breissan, pennie",silver,10%
1005886,"phillimore, katrine",Silver,10%
1005887,"devericks, karmen",Silver,10%
1005888,"tolchard, berenice",Silver,10%
1005891,"wibberley, antoine",Silver,10%
1005895,"inkpen, sherwynd",Sliver,10%
1005906,"vale, carson",Silver,10%
1005908,"crome, karlotte",Silver,10%
1005910,"boutcher, ancell",Silver,10%
1005911,"cater, bennie",Silver,10%
1005912,"alcalde, desmond",Silver,10%
1005914,"sambrok, dagmar",Silver,10%
1005919,"durek, heinrik",Silver,10%
1005923,"shackle, beret",Silver,10%
1005924,"gillise, loralee",Sliver,10%
1005926,"sowten, twila",Silver,10%
1005933,"tribble, akim",Silver,10%
1005934,"eadmeads, rufe",Silver,10%
1005952,"foster-smith, ezra",Sliver,10%
1005955,"shasnan, ty",Sliver,10%
1005962,"cordel, rebeca",Sliver,10%
1005964,"headland, florinda",Silver,10%
1005980,"roj, elihu",Sliver,10%
1005981,"cund, taber",Silver,10%
1005985,"streeting, rutledge",Silver,10%
1005987,"ferronet, brianne",Silver,10%
1005997,"tippett, rhody",Silver,10%
1006001,"python, allayne",Silver,10%
1006008,"ortner, maximilianus",Silver,10%
1006018,"domniney, celisse",Silver,10%
1006025,"bick, yettie",silver,10%
1006027,"ambresin, layney",Silver,10%
1006029,"dockrell, christiano",Silver,10%
1006030,"meltetal, marcelle",Sliver,10%
1006039,"radwell, sheela",Sliver,10%
1006048,"hartlebury, ami",Sliver,10%
1006051,"flatte, elly",Silver,10%
1006059,"linebarger, merwyn",Sliver,10%
1006061,"cassell, filmer",silver,10%
1006069,"mcgaughay, daune",Silver,10%
1006071,"gerlack, rusty",Silver,10%
1006074,"headon, helena",Silver,10%
1006078,"yashanov, zea",silver,10%
1006085,"houlden, shena",Silver,10%
1006088,"gethings, sayre",Silver,10%
1006091,"grimley, erma",Silver,10%
1006096,"dranfield, tarah",Silver,10%
1006099,"hussell, milton",Sliver,10%
1006101,"grimestone, dorry",Silver,10%
1006105,"pridmore, husain",Sliver,10%
1006112,"belfit, jdavie",Silver,10%
1006123,"goggen, maighdiln",Silver,10%
1006127,"bearham, giacopo",Silver,10%
1006132,"dalgetty, casey",Silver,10%
1006142,"cherm, magdalene",Silver,10%
1006148,"clewes, svend",Sliver,10%
1006151,"banghe, alberta",Silver,10%
1006156,"doidge, yelena",Silver,10%
1006158,"gerard, karlan",Silver,10%
1006164,"stollenbeck, davidson",Sliver,10%
1006166,"adamovich, angelle",Sliver,10%
1006175,"ollander, arielle",Sliver,10%
1006178,"bohike, hetti",silver,10%
1006182,"itzig, winnie",Silver,10%
1006186,"biset, neile",Silver,10%
1006187,"linggard, willyt",Silver,10%
1006188,"eginton, moyna",Sliver,10%
1006190,"mollen, yard",Sliver,10%
1006192,"tieraney, vanny",Silver,10%
1006197,"haggarty, gena",Sliver,10%
1006199,"rentoll, page",Silver,10%
1006205,"dwire, katherina",Silver,10%
1006230,"othick, stefan",Silver,10%
1006233,"arbuckle, annis",Silver,10%
1006238,"chesman, halli",Sliver,10%
1006242,"heinritz, cosetta",Silver,10%
1006257,"bengtsson, barbabra",Silver,10%
1006259,"kirkup, ninetta",silver,10%
1006261,"ridger, paolina",Sliver,10%
1006266,"bolus, arther",Sliver,10%
1006269,"seamen, marilyn",Sliver,10%
1006272,"risborough, cleavland",Silver,10%
1006276,"selwyne, red",Silver,10%
1006278,"normavill, wiley",silver,10%
1006287,"brome, cirstoforo",Silver,10%
1006288,"crickett, rosalinda",Silver,10%
1006291,"gath, ellissa",Sliver,10%
1006296,"ivell, keir",silver,10%
1006297,"singyard, car",Silver,10%
1006299,"haskell, vivianna",Silver,10%
1006300,"ciccetti, davina",Sliver,10%
1006303,"oley, madelena",Silver,10%
1006304,"pickston, casandra",Silver,10%
1006308,"burberye, alyda",Sliver,10%
1006310,"gare, garland",Sliver,10%
1006311,"casey, thaine",Silver,10%
1006313,"bartzen, dasie",Silver,10%
1006317,"stannion, austen",Silver,10%
1006322,"vellacott, max",Silver,10%
1006327,"mckenney, malinde",Silver,10%
1006331,"godspeede, udell",Sliver,10%
1006333,"carloni, ferd",Silver,10%
1006334,"brokenshaw, ede",Silver,10%
1006335,"checcucci, merlina",Silver,10%
1006337,"sturrock, sunny",Sliver,10%
1006338,"jira, paxon",Silver,10%
1006339,"lawday, marilee",Silver,10%
1006346,"presnall, hyman",Sliver,10%
1006351,"margetson, dillon",silver,10%
1006353,"o' scallan, rea",Sliver,10%
1006360,"cregin, aubrey",Silver,10%
1006362,"rappoport, courtney",Silver,10%
1006367,"ornils, cully",silver,10%
1006371,"suff, georas",Sliver,10%
1006377,"gelletly, odella",Silver,10%
1006378,"mcquorkell, robert",Silver,10%
1006380,"davidovic, sheba",Silver,10%
1006381,"winning, christyna",Silver,10%
1006382,"thoday, keefe",Sliver,10%
1006384,"chevalier, wilburt",Sliver,10%
1006388,"cleve, heddie",Silver,10%
1006406,"pellett, ronda",Silver,10%
1006415,"leamy, michaella",Silver,10%
1006420,"deakan, donelle",Sliver,10%
1006439,"rabbage, elsie",silver,10%
1006450,"comins, walden",Silver,10%
1006468,"daveridge, jacqueline",Silver,10%
1006469,"braisted, petrina",silver,10%
1006472,"cullnean, allyce",Silver,10%
1006475,"brockherst, sibylla",Silver,10%
1006476,"mapp, raddie",Silver,10%
1006480,"favela, kincaid",Silver,10%
1006490,"meenan, ami",Sliver,10%
1006493,"waine, cherilyn",Sliver,10%
1006496,"stanaway, emery",Silver,10%
1006497,"farran, gregorio",Sliver,10%
1006498,"strewthers, thane",Silver,10%
1006502,"ivakhin, raychel",Silver,10%
1006504,"shilton, barnard",Sliver,10%
1006511,"prest, loutitia",Silver,10%
1006513,"tyreman, valery",Sliver,10%
1006524,"lindfors, syman",Silver,10%
1006526,"marguerite, sapphira",Silver,10%
1006527,"dehmel, merv",Silver,10%
1006530,"scholte, wilow",silver,10%
1006535,"sheddan, haroun",Silver,10%
1006540,"maybery, anjanette",silver,10%
1006542,"o'teague, chelsie",Sliver,10%
1006557,"masarrat, tabbi",Sliver,10%
1006562,"golsthorp, brendis",Silver,10%
1006569,"helstrom, shepherd",Sliver,10%
1006576,"filipovic, shanan",Silver,10%
1006577,"braunter, fayette",Sliver,10%
1006579,"mills, carolina",Silver,10%
1006580,"wessing, valentina",Silver,10%
1006582,"mccarney, gaelan",Silver,10%
1006583,"clancy, roy",Silver,10%
1006587,"horsfield, ingrim",silver,10%
1006593,"kirsch, deirdre",Sliver,10%
1006597,"styche, ian",Sliver,10%
1006598,"andrzejowski, randy",Silver,10%
1006602,"shegog, denny",Silver,10%
1006613,"neumann, ginnifer",Silver,10%
1006615,"feak, haydon",Silver,10%
1006620,"kreber, cristobal",Silver,10%
1006625,"rutter, joann",Silver,10%
1006626,"phlippsen, melany",Silver,10%
1006645,"ansett, pippy",Silver,10%
1006652,"brandes, rudie",Sliver,10%
1006654,"basini-gazzi, wiley",Silver,10%
1006656,"joutapaitis, brose",Silver,10%
1006670,"breckin, meris",Silver,10%
1006675,"sibun, angie",Sliver,10%
1006681,"venediktov, susanne",Silver,10%
1006686,"marusyak, fran",Sliver,10%
1006688,"peyto, jorgan",Silver,10%
1006689,"bonney, jolie",Silver,10%
1006697,"renne, zora",Sliver,10%
1006700,"woof, daile",Silver,10%
1006708,"youles, nickolas",Silver,10%
1006711,"rosewall, dacy",Sliver,10%
1006712,"fidal, parke",Silver,10%
1006724,"defries, griswold",Silver,10%
1006732,"mulvany, brittaney",Silver,10%
1006734,"franceschelli, nealson",Silver,10%
1006743,"mccrone, evin",silver,10%
1006744,"mannakee, lucias",Sliver,10%
1006746,"swede, kaye",Silver,10%
1006763,"popham, conchita",Sliver,10%
1006766,"perfitt, felipa",Silver,10%
1006771,"slaght, jinny",Silver,10%
1006781,"macturlough, carver",Silver,10%
1006786,"pretty, lilias",Silver,10%
1006787,"iacopo, collie",Silver,10%
1006789,"swaffer, teddy",Sliver,10%
1006790,"langrick, shelagh",silver,10%
1006791,"spaughton, emmeline",Silver,10%
1006796,"moreman, elberta",Silver,10%
1006799,"raoult, jeth",Sliver,10%
1006801,"bridewell, kevyn",Sliver,10%
1006803,"tolcharde, minna",Silver,10%
1006805,"laffoley-lane, cordy",Silver,10%
1006819,"orpin, wilone",Silver,10%
1006828,"blakeney, robbert",Silver,10%
1006829,"whimpenny, millicent",Sliver,10%
1006831,"croote, maudie",Sliver,10%
1006833,"nunnerley, klarrisa",Silver,10%
1006835,"giffon, elroy",Silver,10%
1006837,"dominetti, stace",Silver,10%
1006839,"kimbrey, katusha",Silver,10%
1006848,"claibourn, georgeta",Sliver,10%
1006853,"bottrell, palm",Silver,10%
1006857,"baudacci, cesaro",Silver,10%
1006858,"giorio, bella",Sliver,10%
1006861,"greatham, ralph",Sliver,10%
1006863,"uphill, penrod",silver,10%
1006864,"mcnevin, korie",Sliver,10%
1006865,"macak, tirrell",Silver,10%
1006870,"howgate, gwen",Silver,10%
1006880,"leonards, craggy",Silver,10%
1006881,"tender, alexander",Silver,10%
1006884,"deabill, mora",Silver,10%
1006893,"oldrey, blinny",Silver,10%
1006895,"clarson, dicky",Sliver,10%
1006897,"duff, zaria",Silver,10%
1006905,"sclanders, bernardo",silver,10%
1006906,"barnsley, gawen",Silver,10%
1006911,"caselick, gates",Sliver,10%
1006918,"bertelsen, elissa",Sliver,10%
1006919,"dillamore, wes",Silver,10%
1006922,"mckinna, yelena",Silver,10%
1006927,"kernoghan, clarita",Silver,10%
1006930,"palluschek, adrian",Silver,10%
1006931,"bedson, jordon",Silver,10%
1006938,"shovel, dorita",Silver,10%
1006959,"wreford, shanon",silver,10%
1006963,"argo, giulietta",Silver,10%
1006964,"mateus, hamil",Sliver,10%
1006970,"ibeson, rhoda",silver,10%
1006979,"epinay, tabitha",Silver,10%
1006983,"plumtree, levi",Silver,10%
1006990,"musk, clayborn",Silver,10%
1006991,"spofforth, milly",silver,10%
1006992,"gerritsma, cale",Sliver,10%
1006993,"happel, hewet",Silver,10%
1007007,"ball, clemens",Sliver,10%
1007013,"bullar, elvina",silver,10%
1007018,"arrighi, cordi",Silver,10%
1007019,"eustis, robin",Silver,10%
1007020,"tuftin, erny",Silver,10%
1007023,"kepp, rozanna",Silver,10%
1007032,"burleton, aurora",Silver,10%
1007033,"ribey, tad",Silver,10%
1007035,"probetts, arlyne",Silver,10%
1007047,"marchi, sashenka",Sliver,10%
1007048,"freemantle, aksel",Silver,10%
1007049,"hibbart, iain",Silver,10%
1007051,"popland, philomena",Silver,10%
1007053,"dade, lindsey",Sliver,10%
1007057,"binden, cody",Sliver,10%
1007064,"fryd, kip",Sliver,10%
1007068,"kik, jon",Sliver,10%
1007072,"nellis, lindi",Sliver,10%
1007075,"talby, todd",Silver,10%
1007079,"rowdell, christian",Silver,10%
1007083,"jaspar, quentin",silver,10%
1007085,"fidilis, artie",Silver,10%
1007086,"dunbleton, ingeborg",Silver,10%
1007093,"habron, leontine",Sliver,10%
1007097,"birckmann, klemens",Silver,10%
1007104,"monaghan, ruttger",Sliver,10%
1007118,"howes, perry",Silver,10%
1007125,"raoult, bear",Silver,10%
1007132,"satterfitt, silvain",Silver,10%
1007133,"scoon, chantalle",Silver,10%
1007143,"fiennes, gare",Sliver,10%
1007157,"digan, thornton",Silver,10%
1007170,"whardley, winonah",Sliver,10%
1007176,"rawkesby, marion",Silver,10%
1007178,"bothbie, elfie",Silver,10%
1007180,"hacun, mohandis",Silver,10%
1007181,"jados, pam",Silver,10%
1007182,"hackworth, arabele",Silver,10%
1007186,"doumic, adoree",Silver,10%
1007200,"scrivener, bryant",Sliver,10%
1007204,"keneleyside, guglielma",Silver,10%
1007209,"treneer, kaela",Sliver,10%
1007210,"stiller, wilma",Silver,10%
1007212,"lavrick, auberta",Silver,10%
1007215,"yellowley, quintin",Sliver,10%
1007231,"keighley, kendal",Sliver,10%
1007243,"shelly, delly",Silver,10%
1007246,"lennox, philippe",Silver,10%
1007251,"mathes, norry",Silver,10%
1007253,"grzelak, arabel",Silver,10%
1007264,"rycraft, sophia",silver,10%
1007276,"trillo, brigid",Silver,10%
1007280,"webburn, peg",Silver,10%
1007281,"cortes, brandie",Silver,10%
1007282,"bruna, meg",Silver,10%
1007287,"streeton, susanetta",Sliver,10%
1007289,"gusticke, grete",Silver,10%
1007292,"clemencon, christalle",Sliver,10%
1007293,"mcclymont, jamie",Silver,10%
1007295,"stockau, anitra",Silver,10%
1007299,"orriss, con",Silver,10%
1007304,"reekie, dru",Silver,10%
1007309,"crew, jinny",Silver,10%
1007311,"sneyd, valentijn",Silver,10%
1007326,"fechnie, abram",Silver,10%
1007328,"spencer, bourke",Silver,10%
1007329,"mottinelli, carny",Silver,10%
1007336,"cosyns, sherrie",Silver,10%
1007337,"dalman, baldwin",Silver,10%
1007338,"bier, korey",Sliver,10%
1007341,"sincock, sonni",Silver,10%
1007349,"van arsdall, piggy",Silver,10%
1007358,"edelman, jocko",silver,10%
1007364,"stonelake, christiano",Sliver,10%
1007365,"chopping, quintana",Silver,10%
1007371,"hannond, maureene",Sliver,10%
1007372,"wallbrook, ezra",silver,10%
1007375,"wrate, frayda",Silver,10%
1007380,"wyett, hamlen",Sliver,10%
1007384,"loakes, alina",Silver,10%
1007390,"comini, lana",Sliver,10%
1007393,"brandle, dahlia",Silver,10%
1007403,"taynton, jerrome",Sliver,10%
1007408,"mcmahon, ferdinande",Silver,10%
1007413,"vear, toma",Silver,10%
1007432,"jodlkowski, lonee",Sliver,10%
1007439,"mckinie, katie",Silver,10%
1007442,"gerrad, davy",Silver,10%
1007461,"pibworth, rowena",Silver,10%
1007462,"robion, emory",Sliver,10%
1007463,"deeman, karisa",Silver,10%
1007464,"barcke, taddeo",Silver,10%
1007467,"greenman, lilla",Silver,10%
1007469,"allchorne, allyson",Silver,10%
